0.000000000000000000e+00,-4.486112963091348216e-01
6.198880531945132749e-02,-3.669347796466512768e-01
1.239776106389026550e-01,-2.403370612920384952e-01
1.859664159583539755e-01,-1.389735037183146282e-01
2.479552212778053100e-01,-6.544254340877489473e-02
3.099440265972566722e-01,-1.830304349061063693e-02
3.719328319167079511e-01,9.947373212364300429e-03
4.339216372361592855e-01,2.412307327805892146e-02
4.959104425556106199e-01,2.958415547668599016e-02
5.578992478750619544e-01,2.933297418573158413e-02
6.198880531945133443e-01,2.625250051128065129e-02
6.818768585139646232e-01,2.169149492828666148e-02
7.438656638334159021e-01,1.696143820464955654e-02
8.058544691528672921e-01,1.245304080071818129e-02
8.678432744723185710e-01,8.656348580021250988e-03
9.298320797917699609e-01,5.521080661251879032e-03
9.918208851112212399e-01,3.173659073492101843e-03
1.053809690430672630e+00,1.416414730718515815e-03
1.115798495750123909e+00,2.503700196586321745e-04
1.177787301069575188e+00,-5.318472703684108249e-04
1.239776106389026689e+00,-9.494908871840340193e-04
1.301764911708477968e+00,-1.170546263584371300e-03
1.363753717027929246e+00,-1.199124365397444270e-03
1.425742522347380525e+00,-1.157046305643413256e-03
1.487731327666831804e+00,-1.028825692391096853e-03
1.549720132986283305e+00,-8.990919354762505825e-04
1.611708938305734584e+00,-7.387470938648010160e-04
1.673697743625185863e+00,-6.070390665854123952e-04
1.735686548944637142e+00,-4.684674172620903574e-04
1.797675354264088643e+00,-3.665782313059554542e-04
1.859664159583539922e+00,-2.647562334274329793e-04
1.921652964902991201e+00,-1.973535547122289967e-04
1.983641770222442480e+00,-1.296227798212431430e-04
2.045630575541893759e+00,-9.056865943793835499e-05
2.107619380861345260e+00,-4.856331062034799470e-05
2.169608186180796316e+00,-2.932013779163988114e-05
2.231596991500247817e+00,-4.552563563420216755e-06
2.293585796819699318e+00,2.302495288144677712e-06
2.355574602139150375e+00,1.646310430426328698e-05
2.417563407458601876e+00,1.628756526418839105e-05
2.479552212778053377e+00,2.436599802227545000e-05
2.541541018097504434e+00,2.061014385035182770e-05
2.603529823416955935e+00,2.542520181444798738e-05
2.665518628736406992e+00,2.012582460590428207e-05
2.727507434055858493e+00,2.331260017329542719e-05
2.789496239375309994e+00,1.758019751231654481e-05
2.851485044694761051e+00,2.002904591577699667e-05
2.913473850014212552e+00,1.441735728555141779e-05
2.975462655333663609e+00,1.658272771278622467e-05
3.037451460653115110e+00,1.133349478074286580e-05
3.099440265972566610e+00,1.342930399922324158e-05
3.161429071292017223e+00,8.620448264466594278e-06
3.223417876611469168e+00,1.073478244582071803e-05
3.285406681930920669e+00,6.364250338469584317e-06
3.347395487250371726e+00,8.522988147744184364e-06
3.409384292569822783e+00,4.553654141930315452e-06
3.471373097889274284e+00,6.754201610541459221e-06
3.533361903208726229e+00,3.136762312593323135e-06
3.595350708528177286e+00,5.365268254155119201e-06
3.657339513847627899e+00,2.049315201621545992e-06
3.719328319167079844e+00,4.289116960122346126e-06
3.781317124486531345e+00,1.228090472550657283e-06
3.843305929805982402e+00,3.463622564626646275e-06
3.905294735125433458e+00,6.166805773982304382e-07
3.967283540444884959e+00,2.835070298905987086e-06
4.029272345764336904e+00,1.674378937096265239e-07
4.091261151083787517e+00,2.358936911310626189e-06
4.153249956403239018e+00,-1.584631404004697784e-07
4.215238761722690519e+00,1.999385106046443498e-06
4.277227567042142020e+00,-3.918380970855188012e-07
4.339216372361592633e+00,1.728199163051838904e-06
4.401205177681044134e+00,-5.566480348983817391e-07
4.463193983000495635e+00,1.523546594303313115e-06
4.525182788319947136e+00,-6.712171762417575738e-07
4.587171593639398637e+00,1.368767468029728601e-06
4.649160398958849250e+00,-7.493685398499763738e-07
4.711149204278300751e+00,1.251290000702962943e-06
4.773138009597752252e+00,-8.014119317533179013e-07
4.835126814917203752e+00,1.161711200955311290e-06
4.897115620236654365e+00,-8.349644329305060228e-07
4.959104425556106754e+00,1.093047033573674022e-06
5.021093230875558255e+00,-8.556090888325362401e-07
5.083082036195008868e+00,1.040138276239342859e-06
5.145070841514460369e+00,-8.674102496347108640e-07
5.207059646833911870e+00,9.991901036430658176e-07
5.269048452153363371e+00,-8.733087433157647995e-07
5.331037257472813984e+00,9.674214667258231552e-07
5.393026062792265485e+00,-8.754201132192295169e-07
5.455014868111716986e+00,9.428017849385395160e-07
5.517003673431168487e+00,-8.752567821391479690e-07
5.578992478750619988e+00,9.238555146460227594e-07
5.640981284070070600e+00,-8.738916614281511621e-07
5.702970089389522101e+00,9.095186806122120517e-07
5.764958894708973602e+00,-8.720772496224928089e-07
5.826947700028425103e+00,8.990348496938042485e-07
5.888936505347875716e+00,-8.703310862430615643e-07
5.950925310667327217e+00,8.918810103651134732e-07
6.012914115986779606e+00,-8.689957066042877574e-07
6.074902921306230219e+00,8.877163230129513588e-07
6.136891726625680832e+00,-8.682789951342056446e-07
